LoanStatus,BorrowerAPR,ProsperRating,LoanOriginalAmount,Term,IsBorrowerHomeowner,EmploymentStatus,EmploymentStatusDuration,DebtToIncomeRatio,IncomeRange
Completed,0.2951,D,2000,36,False,Employed,1.0,,undisclosed
Defaulted,0.28776999999999997,D,2000,36,True,Employed,22.0,0.32,$75-100k
Completed,0.09643,AA,10000,36,True,Employed,3.0,0.21,$25-50k
Completed,0.19999,C,1100,36,False,Employed,22.0,0.02,$25-50k
Completed,0.33097,D,7500,36,True,Employed,7.0,0.3,>$100k
Completed,0.35643,E,3563,36,False,Employed,6.0,0.18,$50-75k
Completed,0.10436,A,7000,36,True,Employed,4.0,0.16,$75-100k
Completed,0.34753,D,10000,36,False,Employed,2.0,0.23,$50-75k
Completed,0.18750999999999998,B,3000,36,True,Employed,9.0,0.13,$50-75k
Completed,0.17359000000000002,B,11500,36,False,Employed,2.0,0.22,$25-50k
Completed,0.35643,E,3000,36,True,Employed,6.0,0.4,$75-100k
Defaulted,0.27462,C,7500,60,False,Not employed,2.0,,Not employed
Completed,0.24821999999999997,C,10000,36,False,Employed,3.0,0.07,$50-75k
Completed,0.16491,A,9000,60,True,Employed,38.0,0.13,$50-75k
Completed,0.24245999999999998,C,13000,36,True,Employed,10.0,0.44,$50-75k
Completed,0.21738000000000002,C,1000,36,False,Employed,9.0,0.06,$50-75k
Completed,0.13697,A,4000,36,False,Employed,1.0,0.31,$0-25k
Completed,0.22135,C,5500,36,True,Employed,12.0,0.36,$50-75k
PastDue,0.25013,C,10000,36,True,Employed,6.0,0.45,$25-50k
Completed,0.2239,C,1500,36,False,Employed,,,$0-25k
Completed,0.17359000000000002,B,10000,36,False,Employed,24.0,0.4,$50-75k
Completed,0.14348,A,8000,36,False,Employed,18.0,0.38,$50-75k
Completed,0.35285,HR,4000,36,False,Not employed,3.0,,Not employed
Defaulted,0.23318000000000003,B,13000,60,True,Employed,24.0,0.15,$50-75k
Completed,0.23554,C,2000,12,True,Employed,13.0,0.25,$50-75k
Completed,0.28851,D,10000,36,True,Employed,14.0,0.41,$50-75k
Completed,0.14132,C,2000,36,True,Employed,4.0,0.22,$75-100k
Completed,0.2325,C,5500,36,True,Employed,31.0,0.29,>$100k
Defaulted,0.35643,HR,2980,36,False,Employed,6.0,0.29,$50-75k
Completed,0.26681,D,2000,36,False,Employed,20.0,0.18,$75-100k
Completed,0.24531999999999998,D,3000,12,False,Self-employed,28.0,,$75-100k
Completed,0.124,A,3000,36,False,Employed,3.0,0.11,$25-50k
Defaulted,0.26681,D,2000,36,False,Employed,6.0,0.2,$50-75k
Completed,0.28308,E,1000,36,False,Not employed,5.0,,Not employed
Completed,0.25259000000000004,C,10000,36,True,Employed,5.0,0.14,$75-100k
Completed,0.12916,A,8000,36,True,Employed,19.0,0.14,>$100k
Completed,0.34886999999999996,HR,4000,36,True,Self-employed,7.0,,$75-100k
Completed,0.31053000000000003,D,5000,36,False,Employed,12.0,0.03,$75-100k
Completed,0.13413,A,15000,36,True,Employed,6.0,0.22,$25-50k
Completed,0.33636,D,7750,36,True,Employed,5.0,0.47,$25-50k
PastDue,0.35796999999999995,HR,3000,36,True,Employed,3.0,0.22,$50-75k
Completed,0.21025,C,15000,36,False,Employed,3.0,0.34,$50-75k
Completed,0.17626,A,10600,36,True,Employed,17.0,0.27,$75-100k
Completed,0.26681,D,3500,36,True,Employed,18.0,0.26,$75-100k
Completed,0.19108,B,15000,36,False,Employed,1.0,0.74,$25-50k
Defaulted,0.22669,C,1000,36,True,Employed,7.0,0.03,$50-75k
Defaulted,0.2951,D,7500,36,False,Employed,13.0,0.62,$25-50k
Completed,0.202,B,2000,36,True,Employed,8.0,0.21,$50-75k
Completed,0.35796999999999995,HR,3000,36,True,Employed,1.0,0.38,$25-50k
Defaulted,0.26681,D,2000,36,False,Employed,9.0,0.29,$25-50k
Completed,0.23476999999999998,B,15000,60,True,Employed,7.0,0.16,$50-75k
Completed,0.28974,D,10000,36,True,Employed,2.0,0.15,$75-100k
Completed,0.35643,E,7500,36,False,Employed,11.0,0.16,$25-50k
Completed,0.27285,D,13500,36,True,Employed,10.0,0.35,$50-75k
Completed,0.28488,D,7500,36,True,Employed,1.0,0.33,$75-100k
Defaulted,0.35796999999999995,HR,4000,36,True,Employed,7.0,0.34,$25-50k
Completed,0.15833,A,10500,36,True,Employed,12.0,0.13,$75-100k
Completed,0.28046,D,7500,36,False,Employed,3.0,0.12,>$100k
Completed,0.26528,C,15000,60,True,Employed,11.0,0.22,$75-100k
Completed,0.17373,B,4500,36,False,Retired,8.0,0.16,$25-50k
Completed,0.31749,D,10500,36,True,Employed,8.0,0.13,>$100k
Completed,0.12309,A,9700,36,True,Employed,1.0,0.38,$50-75k
Completed,0.21585,C,1000,36,True,Employed,18.0,0.19,$50-75k
Completed,0.27466999999999997,D,2500,36,False,Employed,15.0,0.25,$50-75k
Completed,0.16499,B,23000,60,False,Employed,1.0,0.15,$50-75k
Completed,0.26128,D,9900,60,False,Employed,16.0,0.3,$50-75k
Completed,0.1717,B,2500,36,False,Self-employed,2.0,,>$100k
Completed,0.30532,D,7500,36,True,Employed,10.0,0.12,>$100k
Defaulted,0.35643,E,5000,36,True,Employed,20.0,0.12,>$100k
Defaulted,0.2706,D,2000,36,True,Employed,5.0,0.2,$25-50k
Completed,0.26681,D,2000,36,False,Employed,0.0,,$25-50k
Defaulted,0.23318000000000003,B,15000,60,True,Employed,6.0,0.24,$50-75k
PastDue,0.25424,D,2000,36,False,Employed,6.0,0.13,$50-75k
Defaulted,0.24758000000000002,C,15000,36,True,Employed,3.0,0.37,$50-75k
Defaulted,0.34621,E,5000,36,True,Part-time,6.0,0.69,$25-50k
PastDue,0.25259000000000004,C,10000,36,True,Employed,2.0,0.09,>$100k
Defaulted,0.29265,D,5000,36,False,Employed,1.0,0.18,$25-50k
Completed,0.2951,D,7000,36,True,Employed,8.0,0.13,$25-50k
PastDue,0.30337,E,10000,60,True,Employed,21.0,0.14,>$100k
Completed,0.38058000000000003,E,2000,36,False,Employed,2.0,0.34,$25-50k
Defaulted,0.28728000000000004,D,3000,36,False,Employed,1.0,0.17,$25-50k
Completed,0.28534,HR,1500,36,True,Self-employed,3.0,,$50-75k
Defaulted,0.38672,HR,7500,36,False,Employed,4.0,0.3,$50-75k
Completed,0.15784,A,7500,60,True,Employed,26.0,0.31,$50-75k
Completed,0.26487,D,10000,60,True,Employed,16.0,0.46,$50-75k
Completed,0.202,B,14768,36,False,Employed,6.0,0.16,>$100k
Completed,0.12511,A,5000,36,True,Employed,3.0,0.2,$75-100k
Defaulted,0.33097,D,7500,36,False,Employed,5.0,0.28,$0-25k
Defaulted,0.2893,D,8000,60,False,Employed,9.0,0.1,$50-75k
Completed,0.15833,A,8000,36,True,Employed,11.0,0.28,$25-50k
Completed,0.16392,A,16000,36,True,Employed,7.0,0.24,>$100k
Completed,0.35244000000000003,E,2500,36,True,Employed,1.0,0.24,$25-50k
Completed,0.202,B,15000,36,True,Employed,10.0,0.15,>$100k
Defaulted,0.28974,D,3000,36,False,Employed,1.0,0.17,$0-25k
Completed,0.13341,AA,25000,36,True,Employed,8.0,0.27,$25-50k
Defaulted,0.31375,D,12000,60,False,Employed,7.0,0.32,$0-25k
Completed,0.06589,AA,6000,12,True,Employed,5.0,0.12,$75-100k
Completed,0.35796999999999995,HR,4000,36,True,Employed,8.0,0.63,$50-75k
Completed,0.38058000000000003,E,3500,36,False,Employed,5.0,0.24,$25-50k
Completed,0.25259000000000004,C,6000,36,True,Employed,5.0,0.35,$50-75k
Completed,0.26824000000000003,D,2000,12,True,Employed,4.0,0.21,$50-75k
Defaulted,0.35643,E,4500,36,True,Employed,10.0,0.25,$25-50k
Completed,0.16005,B,6627,36,True,Employed,4.0,0.19,$25-50k
Completed,0.21953000000000003,C,1000,36,False,Employed,15.0,0.2,$25-50k
Defaulted,0.18183,AA,21000,36,True,Employed,6.0,0.21,$25-50k
Completed,0.11448,A,10500,36,True,Employed,4.0,0.14,$50-75k
Completed,0.29486,D,4151,36,True,Employed,17.0,0.13,$50-75k
Defaulted,0.28574,D,2000,36,True,Employed,2.0,0.16,$25-50k
PastDue,0.22693000000000002,C,2000,60,True,Employed,6.0,0.13,$25-50k
Defaulted,0.35643,E,4000,36,True,Employed,31.0,0.28,$25-50k
Defaulted,0.35244000000000003,E,2000,36,True,Employed,1.0,0.21,$25-50k
Completed,0.27285,D,3000,36,True,Employed,16.0,0.48,$25-50k
Defaulted,0.2951,D,2000,36,False,Employed,2.0,0.23,$25-50k
Completed,0.24750999999999998,C,15000,36,True,Employed,10.0,0.31,$50-75k
Defaulted,0.30532,D,6500,36,True,Employed,23.0,0.13,$50-75k
Completed,0.1788,B,2000,36,False,Employed,3.0,0.12,$25-50k
Completed,0.38723,HR,3500,36,True,Employed,4.0,,$50-75k
PastDue,0.35643,E,2000,36,True,Employed,3.0,0.23,$50-75k
Completed,0.19546,B,2000,36,False,Employed,2.0,0.52,$25-50k
Completed,0.07339,AA,1000,36,True,Employed,8.0,0.11,>$100k
Completed,0.33393,E,2500,36,False,Employed,2.0,0.36,$0-25k
Completed,0.27316,C,2500,36,True,Employed,6.0,0.09,>$100k
Completed,0.33553,E,4000,36,False,Employed,1.0,0.15,$0-25k
Completed,0.13271,A,12000,36,True,Employed,32.0,0.12,$75-100k
Completed,0.25259000000000004,C,3500,36,False,Employed,15.0,0.05,$75-100k
Completed,0.28974,D,2000,36,False,Employed,3.0,0.16,$25-50k
Completed,0.15833,A,3000,36,False,Employed,2.0,0.27,$50-75k
Completed,0.34886999999999996,HR,2000,36,False,Employed,14.0,0.37,$50-75k
Completed,0.29385,D,3900,36,True,Employed,6.0,0.32,$50-75k
Defaulted,0.23383,C,7500,36,False,Other,18.0,,$0-25k
Completed,0.22361999999999999,C,5000,36,False,Employed,7.0,0.08,$75-100k
Defaulted,0.19546,B,15000,36,False,Employed,2.0,0.22,>$100k
Completed,0.13119,A,2500,36,False,Employed,2.0,0.46,$25-50k
Completed,0.37453000000000003,HR,5000,36,True,Employed,7.0,0.28,>$100k
Completed,0.26528,D,7000,36,False,Employed,8.0,0.16,$25-50k
Completed,0.25424,D,2000,36,False,Employed,5.0,0.09,$25-50k
Completed,0.0784,AA,1000,36,False,Part-time,8.0,0.01,$25-50k
Defaulted,0.29254,D,2000,36,True,Employed,17.0,0.31,$50-75k
Completed,0.24821999999999997,C,5000,36,False,Self-employed,,,$25-50k
Defaulted,0.35643,E,7500,36,False,Employed,5.0,0.16,$50-75k
Defaulted,0.35796999999999995,HR,4000,36,False,Employed,2.0,0.26,$25-50k
Defaulted,0.22712,C,12000,36,True,Employed,2.0,0.36,$75-100k
Completed,0.37453000000000003,HR,10000,36,False,Employed,9.0,0.24,$75-100k
Completed,0.33097,D,7500,36,False,Employed,5.0,0.14,$50-75k
Completed,0.2951,D,3000,36,False,Employed,14.0,0.03,>$100k
Completed,0.24758000000000002,C,3000,36,False,Self-employed,5.0,,$25-50k
Defaulted,0.28974,D,10000,36,False,Employed,3.0,0.17,$25-50k
Completed,0.21781,C,5000,36,False,Employed,5.0,0.08,$75-100k
Completed,0.22361999999999999,C,9000,36,True,Employed,11.0,0.19,$75-100k
Completed,0.1691,C,1500,36,True,Employed,6.0,0.26,$25-50k
Completed,0.21483000000000002,C,1000,36,False,Part-time,2.0,0.18,$25-50k
Completed,0.06888,AA,2000,36,True,Employed,4.0,0.12,$75-100k
PastDue,0.12782000000000002,A,13000,36,True,Employed,3.0,0.16,$50-75k
Completed,0.35643,E,7500,36,True,Employed,10.0,,>$100k
Completed,0.28974,D,10000,36,False,Employed,11.0,0.31,$50-75k
Defaulted,0.35285,HR,4000,36,True,Employed,9.0,0.28,$50-75k
Completed,0.25259000000000004,C,4500,36,False,Employed,1.0,0.18,$50-75k
Completed,0.19645,B,25000,36,True,Employed,21.0,0.14,>$100k
Completed,0.22505,D,1000,36,False,Employed,14.0,0.33,$25-50k
Defaulted,0.30532,D,7500,36,False,Employed,2.0,0.16,$25-50k
Defaulted,0.26528,C,3000,60,False,Employed,13.0,0.15,$0-25k
Completed,0.12782000000000002,A,25000,36,False,Employed,1.0,0.2,>$100k
Defaulted,0.35643,E,4000,36,True,Employed,15.0,0.17,$75-100k
Completed,0.25259000000000004,C,3000,36,True,Employed,11.0,0.18,$0-25k
Completed,0.14765999999999999,A,7000,60,True,Employed,3.0,0.2,$50-75k
Defaulted,0.28776999999999997,D,3000,36,False,Employed,19.0,0.14,$25-50k
Defaulted,0.17322,B,15000,36,True,Employed,3.0,0.27,$75-100k
Defaulted,0.28974,D,7000,36,False,Employed,4.0,0.22,$50-75k
Completed,0.34045,E,4000,36,False,Employed,7.0,0.42,$50-75k
Defaulted,0.22338000000000002,C,3500,36,True,Employed,1.0,0.34,$75-100k
Completed,0.22135,C,3000,36,True,Employed,7.0,0.55,$50-75k
Completed,0.2699,C,5500,60,True,Other,4.0,0.31,$25-50k
Completed,0.35843,E,4500,12,False,Employed,3.0,0.31,$25-50k
Completed,0.28574,D,2000,36,True,Employed,1.0,0.55,$0-25k
Completed,0.26854,E,1000,36,True,Employed,1.0,0.49,$25-50k
PastDue,0.20462,B,2000,36,False,Employed,22.0,0.05,$50-75k
Completed,0.35643,E,3000,36,False,Employed,11.0,0.21,$25-50k
Completed,0.21372,B,8500,36,False,Employed,11.0,0.14,$75-100k
Completed,0.33286,E,4000,36,True,Other,1.0,0.59,$25-50k
Defaulted,0.35131999999999997,E,7500,36,True,Employed,1.0,,$25-50k
Completed,0.09844,AA,5000,36,True,Employed,6.0,0.08,$50-75k
PastDue,0.22693000000000002,C,10000,60,False,Employed,11.0,0.13,$25-50k
Defaulted,0.2951,D,4000,36,False,Employed,8.0,0.04,$50-75k
Completed,0.13697,A,15000,36,False,Employed,5.0,0.18,$75-100k
Completed,0.34621,E,7500,36,True,Employed,6.0,0.24,$50-75k
Defaulted,0.2951,D,3500,36,False,Not employed,1.0,,Not employed
Completed,0.30234,D,12500,60,False,Employed,12.0,0.2,$50-75k
PastDue,0.35796999999999995,HR,4000,36,True,Employed,3.0,0.27,$50-75k
Defaulted,0.34886999999999996,HR,3900,36,True,Employed,19.0,0.26,$50-75k
Completed,0.23276999999999998,C,12000,60,True,Employed,4.0,0.22,$75-100k
Completed,0.23939000000000002,C,4500,36,True,Employed,8.0,0.04,>$100k
Defaulted,0.32989,D,6000,60,False,Employed,3.0,0.17,$25-50k
Completed,0.2924,D,6500,36,True,Employed,1.0,0.12,$75-100k
Completed,0.30045,C,2500,36,False,Self-employed,1.0,,$50-75k
Defaulted,0.34886999999999996,HR,4000,36,False,Employed,12.0,0.46,$25-50k
PastDue,0.35796999999999995,HR,4000,36,False,Self-employed,3.0,,$50-75k
PastDue,0.32576,E,4800,36,False,Employed,6.0,,$25-50k
Defaulted,0.12528,A,15000,36,True,Employed,8.0,0.11,$50-75k
Defaulted,0.30285,E,4000,36,True,Employed,13.0,0.08,$50-75k
Completed,0.30532,D,10000,36,True,Employed,16.0,0.42,$75-100k
Completed,0.14357999999999999,A,20000,36,False,Employed,31.0,0.29,$50-75k
Defaulted,0.34886999999999996,HR,4000,36,True,Employed,6.0,0.42,$50-75k
Completed,0.23939000000000002,C,6000,36,False,Employed,28.0,0.06,$50-75k
Completed,0.17359000000000002,B,9000,36,True,Employed,3.0,,$25-50k
Defaulted,0.2924,D,7000,36,False,Employed,7.0,0.66,$25-50k
Completed,0.35643,E,6000,36,True,Employed,7.0,0.29,$75-100k
Completed,0.16392,A,10000,36,False,Employed,4.0,0.05,$75-100k
Defaulted,0.24015,C,16175,60,True,Employed,2.0,0.4,$50-75k
Completed,0.124,A,8250,36,True,Employed,23.0,0.18,$50-75k
Defaulted,0.35796999999999995,HR,2000,36,True,Other,2.0,0.24,$25-50k
Completed,0.06327,AA,7200,36,False,Employed,1.0,0.13,$25-50k
Defaulted,0.35796999999999995,HR,4000,36,True,Employed,13.0,0.18,$25-50k
Completed,0.35843,E,5000,12,True,Employed,5.0,0.29,$25-50k
Completed,0.38127,D,1000,36,False,Employed,4.0,0.18,$0-25k
Defaulted,0.26528,C,8000,60,False,Not employed,18.0,,Not employed
Completed,0.35843,E,2700,12,True,Employed,3.0,0.3,$75-100k
Completed,0.37453000000000003,HR,1800,36,False,Employed,4.0,0.23,$25-50k
PastDue,0.26333,D,10000,60,True,Employed,4.0,0.45,$50-75k
Completed,0.12055999999999999,A,2630,36,True,Employed,6.0,0.32,$25-50k
Defaulted,0.26877,D,4000,60,True,Employed,14.0,0.21,$50-75k
Completed,0.21989,B,15000,60,True,Employed,6.0,0.33,$25-50k
Completed,0.2837,D,6000,36,False,Employed,5.0,0.18,$25-50k
Defaulted,0.35796999999999995,HR,3000,36,False,Employed,4.0,0.23,$50-75k
Completed,0.35131999999999997,E,7500,36,True,Employed,4.0,0.71,$25-50k
Completed,0.28391,C,3985,36,True,Employed,6.0,0.28,$50-75k
Completed,0.24758000000000002,C,6000,36,False,Employed,2.0,,$50-75k
Completed,0.26443,C,5000,12,False,Employed,6.0,,$50-75k
PastDue,0.21025,C,15000,36,True,Employed,24.0,0.33,$50-75k
Completed,0.35643,HR,4000,36,True,Employed,5.0,0.37,$50-75k
Defaulted,0.25101999999999997,C,4000,60,True,Employed,6.0,0.53,$25-50k
Completed,0.22361999999999999,C,13000,36,True,Employed,7.0,0.38,>$100k
Completed,0.29265,D,4700,36,False,Employed,1.0,0.04,>$100k
Completed,0.35796999999999995,HR,4000,36,True,Employed,1.0,0.52,$25-50k
Defaulted,0.20504,HR,4600,36,True,Employed,0.0,,undisclosed
Completed,0.2951,D,7500,36,False,Employed,16.0,0.14,$50-75k
Completed,0.29265,D,3500,36,True,Employed,20.0,0.27,$50-75k
Completed,0.16289,A,7038,60,True,Employed,8.0,0.27,$25-50k
Defaulted,0.35796999999999995,HR,4000,36,True,Employed,16.0,0.27,$25-50k
Completed,0.15425,B,12000,60,True,Employed,33.0,0.12,>$100k
Defaulted,0.2951,D,10000,36,True,Employed,1.0,0.23,$25-50k
Completed,0.22135,C,5000,36,False,Employed,6.0,0.12,>$100k
Completed,0.32378,HR,2313,36,False,Employed,2.0,0.09,$25-50k
Completed,0.1322,A,4000,36,False,Employed,5.0,0.18,$50-75k
Completed,0.29254,D,8000,36,False,Employed,7.0,0.25,$50-75k
Defaulted,0.2968,D,5000,60,True,Employed,4.0,0.43,$25-50k
Completed,0.09333,AA,20000,36,True,Employed,4.0,0.06,>$100k
Completed,0.08577,AA,5000,36,False,Employed,4.0,0.12,>$100k
PastDue,0.30748000000000003,E,4000,60,False,Self-employed,4.0,,$25-50k
Completed,0.33553,E,4000,36,False,Employed,5.0,0.17,$25-50k
Completed,0.28851,D,15000,36,True,Employed,8.0,0.33,>$100k
Defaulted,0.13545,A,5000,36,False,Employed,4.0,0.12,>$100k
Completed,0.12663,A,9700,36,True,Employed,3.0,0.11,>$100k
Completed,0.27174,D,2500,36,False,Employed,2.0,0.07,>$100k
Defaulted,0.3304,E,4000,60,True,Self-employed,36.0,,$0-25k
Completed,0.19322999999999999,C,15000,60,False,Employed,5.0,0.31,$75-100k
Completed,0.29998,D,4000,60,False,Employed,7.0,,$25-50k
Completed,0.35365,E,4000,60,True,Employed,10.0,0.21,>$100k
Completed,0.31053000000000003,D,6000,36,True,Employed,2.0,0.19,$75-100k
Completed,0.12309,A,8000,36,False,Employed,1.0,0.07,$50-75k
Completed,0.38058000000000003,E,2000,36,True,Employed,3.0,0.06,$25-50k
Defaulted,0.2837,D,3500,36,False,Other,2.0,0.21,$0-25k
Completed,0.34621,E,7500,36,False,Employed,5.0,0.26,$25-50k
Defaulted,0.37453000000000003,E,5500,36,False,Employed,4.0,0.68,$0-25k
Completed,0.35796999999999995,HR,4000,36,True,Employed,30.0,0.43,>$100k
Defaulted,0.31344,D,15000,60,False,Employed,5.0,0.13,$25-50k
Completed,0.35796999999999995,HR,2300,36,True,Employed,7.0,0.18,$25-50k
Completed,0.35643,E,2000,36,False,Other,0.0,0.23,$25-50k
Completed,0.15538,A,15000,36,True,Employed,5.0,0.23,>$100k
Completed,0.23421999999999998,C,7300,12,False,Employed,11.0,0.26,$50-75k
Defaulted,0.1716,B,2000,36,False,Employed,15.0,0.07,$50-75k
Completed,0.19108,B,14000,36,False,Employed,1.0,0.14,$25-50k
Completed,0.37401999999999996,HR,4000,36,False,Employed,4.0,0.25,$25-50k
Completed,0.33097,D,7500,36,True,Employed,2.0,0.23,$75-100k
Completed,0.30461,E,3000,12,False,Employed,5.0,0.41,$25-50k
Completed,0.34576999999999997,E,4000,36,False,Employed,1.0,0.06,$25-50k
Defaulted,0.35796999999999995,HR,3500,36,False,Employed,2.0,0.55,$25-50k
Completed,0.34621,E,7500,36,True,Employed,13.0,0.23,>$100k
Completed,0.16652999999999998,B,15000,36,False,Employed,1.0,0.16,>$100k
PastDue,0.2951,D,7380,36,False,Employed,7.0,0.6,$0-25k
PastDue,0.25259000000000004,C,10500,36,True,Employed,11.0,0.2,>$100k
Completed,0.35796999999999995,HR,2000,36,False,Self-employed,2.0,,$0-25k
Completed,0.24245999999999998,C,10000,36,False,Employed,9.0,0.46,$25-50k
Completed,0.12528,A,3912,36,False,Employed,1.0,0.02,>$100k
Completed,0.27119,C,15000,36,True,Employed,16.0,0.25,>$100k
Completed,0.202,B,4000,36,True,Employed,29.0,0.18,$50-75k
Completed,0.08381,AA,8000,36,False,Employed,3.0,0.22,$25-50k
Completed,0.35796999999999995,HR,3000,36,True,Employed,15.0,0.17,$50-75k
Completed,0.22361999999999999,C,5000,36,True,Employed,23.0,0.21,$50-75k
Completed,0.28574,D,2000,36,False,Employed,9.0,0.17,$0-25k
PastDue,0.35796999999999995,HR,2891,36,False,Employed,1.0,0.63,$0-25k
Completed,0.09988,AA,21000,36,True,Employed,5.0,0.17,>$100k
Completed,0.32436,E,2500,36,False,Employed,10.0,0.39,$25-50k
Completed,0.24301999999999999,C,13000,60,True,Employed,4.0,0.3,$25-50k
Completed,0.11893,A,5000,12,True,Employed,1.0,0.09,$75-100k
Defaulted,0.25424,D,5650,36,True,Employed,5.0,0.31,$25-50k
Completed,0.35643,E,5000,36,False,Employed,2.0,0.27,$0-25k
PastDue,0.21156,C,15000,60,False,Employed,1.0,0.36,$25-50k
Completed,0.35643,HR,4000,36,True,Employed,7.0,0.1,$25-50k
Completed,0.30111,D,8000,60,True,Employed,14.0,0.23,>$100k
Defaulted,0.35796999999999995,HR,4000,36,True,Self-employed,1.0,,$50-75k
Completed,0.3659,E,2500,36,False,Employed,9.0,,$25-50k
Completed,0.36438000000000004,E,4000,36,False,Employed,14.0,0.16,$50-75k
Completed,0.38723,HR,2000,36,False,Employed,3.0,0.07,$25-50k
Completed,0.37453000000000003,HR,4000,36,False,Employed,2.0,0.36,$25-50k
Completed,0.17322,B,11000,36,False,Employed,13.0,0.27,$25-50k
Defaulted,0.2893,D,4000,60,False,Employed,22.0,0.22,$75-100k
Defaulted,0.18408,B,15000,60,False,Employed,1.0,0.16,$75-100k
Completed,0.27246,C,15000,60,False,Employed,1.0,0.35,$50-75k
Defaulted,0.2239,C,1500,36,True,Employed,17.0,0.16,$25-50k
Defaulted,0.35796999999999995,HR,4000,36,False,Self-employed,1.0,,$50-75k
PastDue,0.31375,D,13000,60,True,Employed,12.0,0.26,$75-100k
Defaulted,0.28848,D,6500,60,True,Employed,2.0,0.51,$50-75k
Completed,0.35796999999999995,HR,4000,36,False,Employed,12.0,0.11,$75-100k
Defaulted,0.35643,E,2000,36,False,Employed,1.0,0.07,$25-50k
Completed,0.23456,C,1500,36,False,Retired,8.0,0.2,$0-25k
Defaulted,0.14357999999999999,A,20000,36,False,Employed,8.0,0.16,>$100k
Defaulted,0.33698,E,2000,60,False,Other,6.0,0.17,$25-50k
Completed,0.29486,D,10000,36,False,Employed,10.0,0.91,$25-50k
PastDue,0.21935,C,20000,60,True,Employed,20.0,0.26,$50-75k
Completed,0.29536999999999997,D,5000,36,False,Employed,6.0,0.38,$50-75k
Completed,0.38661,HR,6500,36,True,Employed,23.0,0.13,$50-75k
Completed,0.22135,C,3000,36,False,Employed,3.0,0.15,>$100k
Completed,0.22283000000000003,C,15000,60,False,Employed,3.0,0.19,$75-100k
Defaulted,0.29107,D,4000,36,True,Other,15.0,0.26,$25-50k
Completed,0.25101999999999997,C,18000,60,False,Employed,5.0,0.14,>$100k
Completed,0.27884000000000003,D,2000,12,True,Employed,3.0,0.12,$50-75k
Completed,0.22025999999999998,C,3000,12,True,Employed,15.0,0.12,>$100k
Completed,0.33393,E,4000,36,False,Employed,6.0,0.24,>$100k
Completed,0.10868,AA,12000,60,False,Employed,4.0,0.03,>$100k
Completed,0.27462,C,15000,60,False,Employed,1.0,0.16,$25-50k
PastDue,0.28851,D,15000,36,False,Self-employed,11.0,,$50-75k
PastDue,0.27285,D,4000,36,False,Employed,0.0,,$25-50k
Completed,0.10436,A,7499,36,True,Employed,1.0,0.07,$50-75k
Completed,0.15375,A,3000,36,True,Employed,7.0,0.12,>$100k
Completed,0.30532,D,5000,36,False,Employed,0.0,,>$100k
Completed,0.11765999999999999,A,25000,36,False,Employed,7.0,0.13,>$100k
Defaulted,0.30532,D,7000,36,False,Self-employed,16.0,,$50-75k
Completed,0.27466999999999997,D,9500,36,False,Employed,5.0,0.11,>$100k
PastDue,0.19546,B,15000,36,True,Employed,4.0,0.22,>$100k
Completed,0.17069,B,15000,36,False,Employed,16.0,0.58,$50-75k
Completed,0.22895,C,2500,36,True,Employed,4.0,0.26,$25-50k
Completed,0.27462,C,6000,60,False,Employed,5.0,0.21,>$100k
Completed,0.35796999999999995,HR,4000,36,True,Employed,3.0,0.28,$25-50k
Completed,0.13084,AA,10000,60,True,Employed,20.0,0.1,$50-75k
Completed,0.30532,D,3000,36,True,Employed,5.0,0.08,$25-50k
Completed,0.28324,D,12000,60,True,Employed,10.0,0.37,$25-50k
Defaulted,0.30532,D,5000,36,True,Employed,10.0,0.22,$75-100k
Completed,0.27725,D,4822,36,False,Other,4.0,0.43,$0-25k
PastDue,0.35356,HR,4000,36,True,Employed,9.0,0.66,$50-75k
Completed,0.17069,B,9000,36,True,Employed,2.0,0.28,$25-50k
Completed,0.34621,E,7500,36,True,Employed,3.0,0.32,>$100k
Completed,0.32576,E,3500,36,False,Employed,2.0,,$0-25k
Completed,0.29588000000000003,D,5000,36,False,Employed,21.0,0.11,$50-75k
Completed,0.09844,AA,15000,36,True,Employed,18.0,0.12,$50-75k
Completed,0.17969000000000002,B,5000,12,True,Employed,4.0,0.18,$50-75k
Defaulted,0.35796999999999995,HR,4000,36,False,Employed,3.0,0.24,$50-75k
Completed,0.31053000000000003,D,15000,36,False,Employed,8.0,0.44,$25-50k
Defaulted,0.35356,HR,4000,36,False,Employed,12.0,0.33,$50-75k
Completed,0.11209000000000001,AA,15009,60,True,Employed,5.0,0.22,$50-75k
Completed,0.202,B,2000,36,False,Employed,6.0,0.13,$25-50k
Completed,0.12309,A,10000,36,True,Employed,3.0,0.13,$50-75k
Completed,0.22338000000000002,C,25000,36,True,Employed,5.0,0.37,$50-75k
Completed,0.39142,HR,1000,36,True,Employed,5.0,0.3,$25-50k
PastDue,0.19364,B,4000,60,True,Other,1.0,,$25-50k
Completed,0.0804,AA,2200,36,False,Employed,0.0,0.09,$25-50k
Completed,0.19645,B,12500,36,True,Employed,20.0,0.19,$50-75k
Defaulted,0.35796999999999995,HR,2000,36,False,Employed,12.0,1.02,$0-25k
PastDue,0.35796999999999995,HR,4000,36,True,Employed,11.0,,$75-100k
Completed,0.18750999999999998,B,6000,36,True,Employed,4.0,0.14,$75-100k
Defaulted,0.20268,C,5000,36,True,Employed,26.0,0.29,$75-100k
